1.80429e+09	8.46931e+08	100000
1.68169e+09	1.71464e+09	100000
1.95775e+09	4.24238e+08	100000
7.19885e+08	1.64976e+09	100000
5.96517e+08	1.18964e+09	100000
1.0252e+09	1.35049e+09	100000
7.83369e+08	1.10252e+09	100000
2.0449e+09	1.96751e+09	100000
1.36518e+09	1.54038e+09	100000
3.04089e+08	1.30346e+09	100000
3.50052e+07	5.21595e+08	100000
2.94703e+08	1.72696e+09	100000
3.36466e+08	8.61022e+08	100000
2.78723e+08	2.33665e+08	100000
2.14517e+09	4.68703e+08	100000
1.10151e+09	1.80198e+09	100000
1.31563e+09	6.35723e+08	100000
1.36913e+09	1.1259e+09	100000
1.05996e+09	2.08902e+09	100000
6.28175e+08	1.65648e+09	100000
1.13118e+09	1.65338e+09	100000
8.59484e+08	1.91454e+09	100000
6.08414e+08	7.56899e+08	100000
1.73458e+09	1.97359e+09	100000
1.49798e+08	2.03866e+09	100000
1.12957e+09	1.84804e+08	100000
4.12776e+08	1.42427e+09	100000
1.91176e+09	7.49242e+08	100000
1.37807e+08	4.29992e+07	100000
9.82907e+08	1.35497e+08	100000
5.11702e+08	2.08442e+09	100000
1.93748e+09	1.82734e+09	100000
5.7266e+08	1.15913e+09	100000
8.05751e+08	1.63262e+09	100000
1.10066e+09	1.43393e+09	100000
1.14162e+09	8.43539e+07	100000
9.3982e+08	2.0011e+09	100000
1.9989e+09	1.54823e+09	100000
6.10515e+08	1.58599e+09	100000
1.37434e+09	7.60314e+08	100000
1.47717e+09	3.56427e+08	100000
9.45117e+08	1.88995e+09	100000
1.7807e+09	7.09394e+08	100000
4.91705e+08	1.9185e+09	100000
7.52393e+08	1.47461e+09	100000
2.054e+09	1.2641e+09	100000
1.41155e+09	1.84399e+09	100000
9.43948e+08	1.98421e+09	100000
8.55636e+08	1.7497e+09	100000
1.46935e+09	1.9563e+09	100000
1.03614e+09	4.63481e+08	100000
2.04065e+09	1.97596e+09	100000
3.17097e+08	1.89207e+09	100000
1.37671e+09	9.27613e+08	100000
1.33057e+09	6.0357e+08	100000
1.68793e+09	6.60261e+08	100000
9.59997e+08	4.8556e+08	100000
4.02724e+08	5.93209e+08	100000
1.19495e+09	8.9443e+08	100000
3.64228e+08	1.94735e+09	100000
2.21558e+08	2.70745e+08	100000
1.06396e+09	1.63311e+09	100000
2.11474e+09	2.00791e+09	100000
1.46983e+09	8.22891e+08	100000
1.61012e+09	7.91699e+08	100000
6.31705e+08	4.98778e+08	100000
1.25518e+09	5.24872e+08	100000
3.27255e+08	1.57228e+09	100000
2.69455e+08	1.70396e+09	100000
3.52406e+08	1.60003e+09	100000
1.60052e+08	2.04033e+09	100000
1.12806e+08	1.12005e+09	100000
3.7841e+08	5.1553e+08	100000
1.71326e+09	1.57336e+09	100000
1.40996e+09	2.07749e+09	100000
1.37323e+09	1.63152e+09	100000
2.00748e+08	2.89701e+08	100000
1.11714e+09	1.68002e+08	100000
1.50123e+08	4.39493e+08	100000
9.90893e+08	1.76024e+09	100000
1.23119e+09	1.6226e+09	100000
1.11538e+08	3.38888e+08	100000
2.14747e+09	4.38792e+08	100000
1.91117e+09	2.69442e+08	100000
